credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
272,1044,mastercard,40000,27431,2024-10-19,2024-11-18,Pending,0.69,2295543161264022,Union Bank of India
273,1011,visa,200000,185616,2024-03-03,2024-04-02,Overdue,0.93,4008354696309405,Kotak Mahindra
274,1011,mastercard,400000,374010,2024-09-07,2024-10-07,Paid,0.94,2633913230084878,Federal Bank
275,187,mastercard,300000,187955,2024-10-07,2024-11-06,Overdue,0.63,2556585628988812,Indian Bank
276,187,visa,300000,292682,2024-05-06,2024-06-05,Paid,0.98,4869264158265268,Indian Bank
277,187,discover,100000,16769,2024-10-11,2024-11-10,Overdue,0.17,6011834922871500,IDFC First Bank
278,97,visa,300000,175968,2024-02-15,2024-03-16,Overdue,0.59,4718996250366352,SBI
279,225,visa,50000,14636,2024-07-30,2024-08-29,Overdue,0.29,4357549385413296,Indian Bank
280,225,mastercard,500000,464961,2024-02-01,2024-03-02,Pending,0.93,2720983888297225,Bank of India
281,314,mastercard,200000,77083,2024-11-04,2024-12-04,Pending,0.39,2460801863127643,Axis Bank
282,314,mastercard,15000,14194,2024-07-28,2024-08-27,Overdue,0.95,2695812477676195,Bank of Maharashtra
283,1286,visa,100000,25499,2024-04-02,2024-05-02,Overdue,0.25,4989306011451257,Axis Bank
284,1286,mastercard,150000,78212,2024-04-28,2024-05-28,Pending,0.52,2687049369459691,ICICI
285,328,visa,25000,6563,2024-09-09,2024-10-09,Pending,0.26,4679728391172598,Central Bank of India
286,1394,mastercard,25000,10367,2024-01-21,2024-02-20,Overdue,0.41,2707939777783409,Bank of Baroda
287,1563,visa,100000,43598,2024-06-21,2024-07-21,Overdue,0.44,4677597618924590,Bank of Baroda
288,1563,mastercard,300000,30415,2024-03-18,2024-04-17,Paid,0.1,2669125304433777,IDBI Bank
289,1222,mastercard,30000,24942,2024-05-01,2024-05-31,Paid,0.83,2482167468467618,Bank of Maharashtra
290,1222,visa,100000,11539,2024-03-22,2024-04-21,Paid,0.12,4715435823246349,Andhra Bank
291,131,mastercard,300000,225134,2024-11-06,2024-12-06,Pending,0.75,2282550747037934,Central Bank of India
292,789,mastercard,75000,611,2024-09-27,2024-10-27,Paid,0.01,2246417499876635,Federal Bank
293,789,visa,400000,195612,2024-03-30,2024-04-29,Paid,0.49,4640066232865088,Canara Bank
294,789,rupay,30000,587,2024-10-08,2024-11-07,Overdue,0.02,6.27872E+13,Yes Bank
295,782,visa,400000,180538,2024-10-06,2024-11-05,Pending,0.45,4165011569866007,Punjab National Bank
296,1221,visa,75000,65973,2024-10-27,2024-11-26,Overdue,0.88,4933258412618116,Indian Bank
297,1221,visa,20000,1498,2024-08-04,2024-09-03,Pending,0.07,4071638201540955,Indian Bank
298,1221,mastercard,400000,272780,2024-04-24,2024-05-24,Overdue,0.68,5171665194920940,RBL Bank
299,959,mastercard,75000,17536,2024-09-19,2024-10-19,Pending,0.23,2267052735747417,Bajaj Finserv
300,959,mastercard,500000,98789,2024-05-05,2024-06-04,Paid,0.2,5446627029809424,Union Bank of India
301,959,visa,30000,7350,2024-02-29,2024-03-30,Overdue,0.24,4974544294684429,Punjab National Bank
302,1084,visa,400000,11488,2024-10-31,2024-11-30,Overdue,0.03,4840662014079902,RBL Bank
303,1084,visa,20000,12012,2024-11-15,2024-12-15,Overdue,0.6,4134540594756310,ICICI
304,1084,mastercard,300000,134107,2024-06-06,2024-07-06,Overdue,0.45,2256867837664621,Andhra Bank
305,515,visa,200000,12572,2024-04-17,2024-05-17,Overdue,0.06,4078227274916459,Axis Bank
306,515,visa,15000,11300,2024-10-08,2024-11-07,Paid,0.75,4014246396160868,Central Bank of India
307,1134,mastercard,75000,16199,2024-01-13,2024-02-12,Overdue,0.22,2716960190621959,IDFC First Bank
308,1134,mastercard,400000,80282,2024-09-07,2024-10-07,Paid,0.2,2720716788197370,HDFC
309,24,mastercard,75000,13235,2024-04-18,2024-05-18,Overdue,0.18,2232174976299403,RBL Bank
310,24,mastercard,200000,158763,2024-04-21,2024-05-21,Overdue,0.79,5296471404052529,Punjab National Bank
311,24,mastercard,20000,16763,2024-09-27,2024-10-27,Overdue,0.84,2496195222313665,Andhra Bank
312,1435,visa,40000,7471,2024-06-05,2024-07-05,Paid,0.19,4902428969349012,Bajaj Finserv
313,1435,visa,200000,52363,2024-11-09,2024-12-09,Pending,0.26,4179438791643702,RBL Bank
314,1435,visa,50000,46100,2024-11-10,2024-12-10,Pending,0.92,4667161096639873,Indian Bank
315,235,visa,15000,8980,2024-02-03,2024-03-04,Pending,0.6,4489775532933867,Kotak Mahindra
316,235,mastercard,50000,15368,2024-01-08,2024-02-07,Paid,0.31,5345191788844843,HDFC
317,235,rupay,20000,3618,2024-03-14,2024-04-13,Overdue,0.18,6.2644E+13,Punjab National Bank
318,1397,visa,500000,268280,2024-06-30,2024-07-30,Paid,0.54,4243166785935725,Axis Bank
319,1100,mastercard,300000,121194,2024-09-28,2024-10-28,Pending,0.4,2231249138264122,Indian Bank
320,1100,mastercard,100000,6564,2024-08-09,2024-09-08,Paid,0.07,2228805803909088,Bank of Baroda
321,1493,visa,40000,23607,2024-02-25,2024-03-26,Overdue,0.59,4416667978412944,Canara Bank
322,1493,mastercard,400000,60765,2024-01-10,2024-02-09,Paid,0.15,2712398578800842,ICICI
323,1493,discover,25000,21736,2024-08-30,2024-09-29,Overdue,0.87,6500027631790370,Bank of Baroda
324,1313,mastercard,50000,28686,2024-01-13,2024-02-12,Overdue,0.57,5575643335643814,IDFC First Bank
325,1313,visa,50000,22460,2024-03-25,2024-04-24,Paid,0.45,4715822924827384,Axis Bank
326,1313,amex,75000,59839,2024-07-30,2024-08-29,Pending,0.8,3.48775E+14,Union Bank of India
327,1539,mastercard,500000,221113,2024-06-06,2024-07-06,Overdue,0.44,2577785268410128,Bank of Baroda
328,1577,visa,25000,22812,2024-03-28,2024-04-27,Overdue,0.91,4790947726347576,ICICI
329,1577,visa,20000,13632,2024-06-26,2024-07-26,Overdue,0.68,4812519154251424,Bajaj Finserv
330,602,mastercard,25000,20031,2024-10-19,2024-11-18,Pending,0.8,2720363179476236,Bank of India
331,602,visa,300000,68501,2024-06-12,2024-07-12,Pending,0.23,4879472653811555,Bajaj Finserv
332,602,discover,75000,57761,2024-06-02,2024-07-02,Paid,0.77,6523850953123059,SBI
333,891,mastercard,300000,164751,2024-08-12,2024-09-11,Paid,0.55,2379919232110635,RBL Bank
334,891,visa,300000,177366,2024-10-02,2024-11-01,Overdue,0.59,4845827160824659,RBL Bank
335,324,visa,75000,32581,2024-01-26,2024-02-25,Pending,0.43,4609569037561959,Bank of India
336,324,mastercard,25000,18295,2024-07-27,2024-08-26,Overdue,0.73,2288564490607581,ICICI
337,324,discover,300000,82275,2024-02-06,2024-03-07,Overdue,0.27,6011773200131155,Bajaj Finserv
338,930,mastercard,25000,2453,2024-02-13,2024-03-14,Pending,0.1,2720490724369473,Canara Bank
339,7,visa,50000,18229,2024-03-17,2024-04-16,Paid,0.36,4330600881553192,RBL Bank
340,540,visa,150000,99257,2024-09-15,2024-10-15,Pending,0.66,4472595645802976,Yes Bank
341,540,visa,100000,58220,2024-04-27,2024-05-27,Overdue,0.58,4243774552601733,IDBI Bank
342,1026,visa,100000,58598,2024-07-02,2024-08-01,Pending,0.59,4359972113767437,Axis Bank
343,366,mastercard,400000,342555,2024-06-18,2024-07-18,Paid,0.86,2245690258320844,Axis Bank
344,366,mastercard,75000,4696,2024-04-25,2024-05-25,Overdue,0.06,5593511044340030,Federal Bank
345,1040,visa,20000,19798,2024-10-03,2024-11-02,Overdue,0.99,4220949334641275,Indian Bank
346,1040,visa,300000,239184,2024-08-02,2024-09-01,Pending,0.8,4793705821255038,Bank of India
347,1040,visa,30000,27666,2024-03-06,2024-04-05,Pending,0.92,4733486019624946,Canara Bank
348,218,mastercard,400000,344544,2024-01-13,2024-02-12,Pending,0.86,2540934872356624,IDBI Bank
349,1281,visa,20000,7266,2024-05-15,2024-06-14,Paid,0.36,4505163052334941,Canara Bank
350,1281,mastercard,300000,153083,2024-08-02,2024-09-01,Overdue,0.51,5485560048310615,RBL Bank
351,1281,amex,400000,55743,2024-03-05,2024-04-04,Paid,0.14,3.76337E+14,Bank of Baroda
352,612,mastercard,25000,23489,2024-07-09,2024-08-08,Overdue,0.94,2345939500544076,Central Bank of India
353,612,visa,40000,12839,2024-10-14,2024-11-13,Paid,0.32,4782416331549265,Axis Bank
354,612,amex,30000,14976,2024-02-04,2024-03-05,Paid,0.5,3.45261E+14,Canara Bank
355,1309,visa,500000,217301,2024-01-06,2024-02-05,Paid,0.43,4874478322994040,Bank of Maharashtra
356,1407,visa,500000,467536,2024-05-14,2024-06-13,Pending,0.94,4588466186638446,IDBI Bank
357,1488,visa,100000,568,2024-07-09,2024-08-08,Overdue,0.01,4022980535164460,ICICI
358,1553,mastercard,200000,126597,2024-04-05,2024-05-05,Overdue,0.63,2707642819252926,Bank of Baroda
359,1553,visa,400000,67309,2024-01-27,2024-02-26,Paid,0.17,4355506757844658,Union Bank of India
360,1553,rupay,200000,158901,2024-05-18,2024-06-17,Pending,0.79,6.25612E+13,Andhra Bank
361,1492,visa,40000,26074,2024-10-03,2024-11-02,Pending,0.65,4333294592390479,Indian Bank
362,1492,mastercard,500000,69925,2024-04-07,2024-05-07,Paid,0.14,5591496537022042,Central Bank of India
363,766,mastercard,400000,287208,2024-01-19,2024-02-18,Pending,0.72,5198291771834377,Federal Bank
364,766,visa,30000,6871,2024-08-07,2024-09-06,Overdue,0.23,4197655427317041,Indian Bank
365,331,mastercard,300000,69558,2024-04-27,2024-05-27,Overdue,0.23,2289274823442982,Bank of Baroda
366,331,mastercard,400000,60505,2024-09-15,2024-10-15,Pending,0.15,5561625139550937,Federal Bank
367,331,mastercard,200000,149589,2024-04-03,2024-05-03,Overdue,0.75,2225937646175420,Central Bank of India
368,1105,mastercard,75000,1673,2024-07-30,2024-08-29,Overdue,0.02,2715119477918957,Axis Bank
369,1105,visa,75000,19048,2024-02-25,2024-03-26,Paid,0.25,4465008065005889,ICICI
370,1105,discover,40000,10547,2024-04-12,2024-05-12,Pending,0.26,6585403169797400,IDFC First Bank
371,1087,visa,15000,11314,2024-04-16,2024-05-16,Pending,0.75,4409172031073659,Kotak Mahindra
372,1087,visa,50000,29661,2024-08-15,2024-09-14,Paid,0.59,4621993103074412,Andhra Bank
373,1087,visa,400000,339276,2024-01-27,2024-02-26,Overdue,0.85,4234026943550249,Union Bank of India
374,2,visa,150000,75402,2024-07-22,2024-08-21,Overdue,0.5,4723891571204072,ICICI
375,1227,mastercard,75000,54600,2024-05-15,2024-06-14,Overdue,0.73,2229834292489013,Canara Bank
376,1227,visa,15000,12184,2024-01-06,2024-02-05,Pending,0.81,4670654419064667,Kotak Mahindra
377,664,mastercard,30000,29867,2024-09-23,2024-10-23,Overdue,1,2316975078498522,Bank of India
378,664,visa,500000,380063,2024-09-12,2024-10-12,Paid,0.76,4455520644879453,Indian Bank
379,1001,mastercard,25000,22369,2024-08-13,2024-09-12,Paid,0.89,2513122700141953,Bank of Baroda
380,1001,visa,400000,269403,2024-06-11,2024-07-11,Paid,0.67,4291818913106576,Union Bank of India
381,40,visa,75000,36583,2024-03-05,2024-04-04,Overdue,0.49,4819632384209436,IDFC First Bank
382,40,visa,25000,19136,2024-07-25,2024-08-24,Pending,0.77,4220102905656799,HDFC
383,230,mastercard,100000,93020,2024-10-30,2024-11-29,Paid,0.93,2280243246257904,ICICI
384,230,visa,50000,39117,2024-09-29,2024-10-29,Paid,0.78,4787623512903287,Andhra Bank
385,744,mastercard,100000,75061,2024-04-12,2024-05-12,Overdue,0.75,2281359190548327,Bank of India
386,744,visa,500000,371028,2024-11-11,2024-12-11,Pending,0.74,4804688187561503,RBL Bank
387,630,visa,25000,17059,2024-03-22,2024-04-21,Paid,0.68,4421448094270497,RBL Bank
388,630,visa,75000,71182,2024-11-04,2024-12-04,Overdue,0.95,4999315780575822,Union Bank of India
389,630,visa,50000,14496,2024-04-12,2024-05-12,Paid,0.29,4490535044374910,Canara Bank
390,491,mastercard,50000,19239,2024-01-18,2024-02-17,Paid,0.38,2360070150680489,Andhra Bank
391,491,mastercard,150000,2307,2024-04-12,2024-05-12,Paid,0.02,2295240937386185,Bank of India
392,491,mastercard,30000,29638,2024-10-05,2024-11-04,Overdue,0.99,2702039157737797,Andhra Bank
393,119,visa,15000,11182,2024-04-25,2024-05-25,Pending,0.75,4834810775242833,Union Bank of India
394,494,visa,75000,33631,2024-03-17,2024-04-16,Overdue,0.45,4815241153509010,Indian Bank
395,494,visa,150000,98293,2024-02-25,2024-03-26,Overdue,0.66,4706249805852870,RBL Bank
396,494,mastercard,100000,5747,2024-05-05,2024-06-04,Pending,0.06,2270475321141239,Kotak Mahindra
397,1465,mastercard,150000,21586,2024-06-18,2024-07-18,Paid,0.14,2613775511761290,Bank of Baroda
398,1465,visa,300000,34326,2024-02-03,2024-03-04,Paid,0.11,4390112567011880,Kotak Mahindra
399,1465,rupay,75000,13621,2024-05-15,2024-06-14,Paid,0.18,6.29159E+13,Central Bank of India
400,1520,visa,400000,359684,2024-03-10,2024-04-09,Paid,0.9,4606341568760373,HDFC
401,1520,mastercard,400000,173914,2024-01-24,2024-02-23,Paid,0.43,2357858694081866,SBI
402,176,visa,15000,2916,2024-10-06,2024-11-05,Pending,0.19,4315913565282239,Federal Bank
403,996,visa,200000,59675,2024-07-18,2024-08-17,Pending,0.3,4340972524184455,Central Bank of India
404,996,mastercard,100000,82603,2024-11-01,2024-12-01,Pending,0.83,2673829854156803,Central Bank of India
405,142,mastercard,15000,6381,2024-08-30,2024-09-29,Overdue,0.43,5219894933342364,Axis Bank
406,1091,visa,300000,33154,2024-03-19,2024-04-18,Overdue,0.11,4740543480708425,Bank of Maharashtra
407,1091,visa,400000,38057,2024-10-06,2024-11-05,Pending,0.1,4116197407911889,RBL Bank
408,1091,visa,40000,19749,2024-05-01,2024-05-31,Overdue,0.49,4764622466102356,SBI
409,258,mastercard,500000,485852,2024-08-14,2024-09-13,Pending,0.97,2623323749230578,Union Bank of India
410,258,mastercard,300000,16158,2024-03-05,2024-04-04,Pending,0.05,2229716723983013,Bank of Baroda
411,258,visa,25000,24469,2024-02-29,2024-03-30,Pending,0.98,4166760817537484,Federal Bank
412,263,mastercard,300000,75537,2024-08-15,2024-09-14,Pending,0.25,2235794190619909,Bank of India
413,263,visa,150000,145508,2024-08-31,2024-09-30,Paid,0.97,4948372519881098,Axis Bank
414,1352,visa,15000,9383,2024-02-04,2024-03-05,Overdue,0.63,4536683759343096,Union Bank of India
415,1352,visa,40000,13766,2024-06-18,2024-07-18,Overdue,0.34,4774114737228796,Bank of India
416,974,visa,75000,67181,2024-03-26,2024-04-25,Paid,0.9,4703163035555836,Bank of Baroda
417,974,visa,30000,20214,2024-04-19,2024-05-19,Pending,0.67,4954916700254738,Kotak Mahindra
418,1126,visa,25000,21986,2024-01-11,2024-02-10,Overdue,0.88,4643972195818674,ICICI
419,1126,mastercard,300000,288182,2024-01-25,2024-02-24,Paid,0.96,2246463088273636,Indian Bank
420,1126,rupay,20000,8214,2024-04-28,2024-05-28,Paid,0.41,6.28954E+13,Bank of Maharashtra
421,339,mastercard,50000,23405,2024-03-22,2024-04-21,Paid,0.47,5481955009519796,Yes Bank
422,339,visa,40000,4574,2024-10-06,2024-11-05,Paid,0.11,4375492779923471,Canara Bank
423,339,amex,100000,43036,2024-10-10,2024-11-09,Overdue,0.43,3.46764E+14,Indian Bank
424,1456,visa,200000,148599,2024-01-22,2024-02-21,Pending,0.74,4094670624939954,Canara Bank
425,1456,mastercard,25000,158,2024-03-31,2024-04-30,Pending,0.01,5476925692050992,Yes Bank
426,1456,discover,400000,387876,2024-08-26,2024-09-25,Overdue,0.97,6011877542808840,Central Bank of India
427,1081,mastercard,50000,8801,2024-09-18,2024-10-18,Overdue,0.18,2714069990026708,Canara Bank
428,1243,mastercard,100000,58373,2024-05-26,2024-06-25,Pending,0.58,5561750918600479,Indian Bank
429,1243,mastercard,150000,28529,2024-04-13,2024-05-13,Paid,0.19,2238970065401287,Andhra Bank
430,867,visa,40000,9175,2024-10-16,2024-11-15,Overdue,0.23,4630855298520740,Kotak Mahindra
431,434,mastercard,400000,328528,2024-07-19,2024-08-18,Paid,0.82,2714126483211427,SBI
432,434,visa,150000,8177,2024-10-28,2024-11-27,Overdue,0.05,4108410369761634,Bank of Maharashtra
433,434,amex,500000,309348,2024-07-29,2024-08-28,Paid,0.62,3.47528E+14,ICICI
434,1396,mastercard,150000,141473,2024-07-05,2024-08-04,Pending,0.94,2702354963262124,Punjab National Bank
435,1396,mastercard,75000,29269,2024-08-27,2024-09-26,Overdue,0.39,5507330196117871,Indian Bank
436,1396,visa,100000,65683,2024-07-27,2024-08-26,Overdue,0.66,4998434724603441,SBI
437,412,mastercard,50000,32910,2024-02-04,2024-03-05,Paid,0.66,2279451483308347,Yes Bank
438,639,visa,500000,269555,2024-06-18,2024-07-18,Paid,0.54,4262013340419330,IDBI Bank
439,639,visa,25000,18558,2024-09-20,2024-10-20,Overdue,0.74,4744530720710119,Punjab National Bank
440,1447,mastercard,50000,2648,2024-04-02,2024-05-02,Paid,0.05,2278685128523072,Bajaj Finserv
441,1447,visa,20000,8662,2024-06-22,2024-07-22,Pending,0.43,4931452379625485,Yes Bank
442,1551,visa,300000,108409,2024-07-27,2024-08-26,Overdue,0.36,4171100206190640,Bank of India
443,1551,mastercard,100000,59591,2024-02-12,2024-03-13,Paid,0.6,5204729115048297,ICICI
444,1551,rupay,50000,6764,2024-05-25,2024-06-24,Overdue,0.14,6.26754E+13,IDFC First Bank
445,765,mastercard,200000,142698,2024-01-03,2024-02-02,Overdue,0.71,2464624011543818,Bank of Baroda
446,765,mastercard,300000,198452,2024-07-21,2024-08-20,Pending,0.66,2712657454777105,Bank of Maharashtra
447,765,visa,150000,65951,2024-03-10,2024-04-09,Pending,0.44,4950355370726499,Yes Bank
448,898,mastercard,50000,22612,2024-08-25,2024-09-24,Pending,0.45,2702371961005628,Bajaj Finserv
449,898,visa,150000,36429,2024-01-06,2024-02-05,Pending,0.24,4686245008843231,Bank of Baroda
450,898,discover,20000,16860,2024-10-03,2024-11-02,Overdue,0.84,6595303483106858,IDFC First Bank
451,1060,visa,25000,6124,2024-04-25,2024-05-25,Paid,0.24,4020632177080940,Bank of India
452,1060,visa,300000,120767,2024-07-09,2024-08-08,Pending,0.4,4304348192113874,Canara Bank
453,925,visa,100000,88503,2024-06-08,2024-07-08,Pending,0.89,4047676992691737,Bajaj Finserv
454,248,visa,200000,42269,2024-09-21,2024-10-21,Overdue,0.21,4557215548379570,Central Bank of India
455,248,visa,30000,1413,2024-01-09,2024-02-08,Paid,0.05,4494169230406835,Bank of Maharashtra
456,248,visa,25000,20628,2024-04-08,2024-05-08,Overdue,0.83,4782629216067258,ICICI
457,508,visa,15000,2725,2024-11-09,2024-12-09,Pending,0.18,4267106985983449,Bank of Baroda
458,508,mastercard,200000,147745,2024-08-14,2024-09-13,Overdue,0.74,2629834537036807,HDFC
459,508,rupay,400000,346944,2024-07-10,2024-08-09,Pending,0.87,6.21943E+13,Kotak Mahindra
460,461,mastercard,200000,123578,2024-07-02,2024-08-01,Pending,0.62,2243067190468399,Bank of Baroda
461,132,visa,75000,18705,2024-09-04,2024-10-04,Overdue,0.25,4284686724052829,Bank of Baroda
462,132,mastercard,25000,23730,2024-07-27,2024-08-26,Overdue,0.95,2257833496004037,Canara Bank
463,693,mastercard,200000,154821,2024-04-03,2024-05-03,Paid,0.77,2720942039017478,Yes Bank
464,693,mastercard,75000,17329,2024-04-03,2024-05-03,Paid,0.23,2649133949470555,HDFC
465,693,visa,150000,132214,2024-08-10,2024-09-09,Overdue,0.88,4153507431725143,Central Bank of India
466,44,visa,200000,25244,2024-09-28,2024-10-28,Paid,0.13,4474303556971650,Bajaj Finserv
467,44,visa,500000,278622,2024-02-14,2024-03-15,Overdue,0.56,4474474205955129,Axis Bank
468,1205,visa,100000,86427,2024-09-30,2024-10-30,Paid,0.86,4296435364444847,Andhra Bank
469,1205,visa,500000,355760,2024-05-02,2024-06-01,Overdue,0.71,4547034085755099,Central Bank of India
470,1205,mastercard,50000,2846,2024-09-12,2024-10-12,Overdue,0.06,2297658560951462,RBL Bank
471,1135,mastercard,30000,26289,2024-04-06,2024-05-06,Pending,0.88,2281918579473405,Union Bank of India
472,1135,mastercard,200000,194351,2024-03-14,2024-04-13,Overdue,0.97,2344495768632047,Bank of Maharashtra
473,472,visa,75000,17548,2024-07-12,2024-08-11,Pending,0.23,4827363083603196,Bajaj Finserv
474,1206,visa,20000,9282,2024-03-05,2024-04-04,Overdue,0.46,4557992861352786,Federal Bank
475,1206,mastercard,40000,12387,2024-04-14,2024-05-14,Paid,0.31,5389224305119055,HDFC
476,1206,rupay,150000,30888,2024-06-16,2024-07-16,Overdue,0.21,6.25123E+13,Kotak Mahindra
477,1547,mastercard,75000,47483,2024-06-05,2024-07-05,Paid,0.63,2393830129065661,Punjab National Bank
478,1547,mastercard,300000,132976,2024-02-18,2024-03-19,Pending,0.44,2702101733960838,Federal Bank
479,1547,mastercard,200000,95851,2024-07-11,2024-08-10,Overdue,0.48,2378192202636028,IDFC First Bank
480,15,mastercard,500000,106794,2024-08-28,2024-09-27,Pending,0.21,2700357829979619,Federal Bank
481,15,mastercard,25000,12131,2024-03-12,2024-04-11,Overdue,0.49,5461849220953542,Federal Bank
